location,AccHalfAng__DEG,RCR,CR,r_a__m,rr_g,rr_ut,rt_g,rgap,length__m,beta__DEG,T_in__K,intensity__Wh__m2,datetime__now
INDIANAPOLIS INTL AP,79.9998680363202,0.529682603117146,1.04319375067417,0.0494014952764907,1.39994103296861,0.323037065126988,0.200000881198355,4.7308551314973e-06,2,29.7187395151895,393,569383.511009479,736082.258361111
LOS ANGELES INTL ARPT,79.9999903727691,0.502230086796406,1.04105237932582,0.049999996659458,1.4008034947377,0.200340861911936,0.200000142123591,1.48841468613444e-07,2,28.1320457603461,393,762137.951712884,736082.257172396
ATLANTA HARTSFIELD INTL AP,79.9956766997208,0.0651055724397152,1.00160640743269,0.0499940996958201,1.10002333180658,0.2277851187237,0.200052435517554,4.69017655732637e-09,2,31.5731541198981,393,654907.779493955,736082.257089167
PHOENIX SKY HARBOR INTL AP,79.9999847602553,0.500009990777151,1.03596169432212,0.0499999898630927,1.35666213933802,0.200980612148732,0.200000184726912,8.92675200181045e-06,2,30.4549369746921,393,980883.423966067,736082.245375822
PHOENIX SKY HARBOR INTL AP,79.9999827473376,0.503871403323005,1.03600208549943,0.0499999885087122,1.3545024202956,0.20090708031591,0.200000209787932,1.01954459234478e-05,2,30.0385925423605,393,980792.5885857,736082.240084236
PHOENIX SKY HARBOR INTL AP,79.999997197253,0.000492933190806899,1.00001850619595,0.0499999995907397,1.183051615441,0.382752845800613,0.20000000232457,1.07830582685459e-07,2,29.7343230631648,373,1070073.08070076,736082.233049815
PHOENIX SKY HARBOR INTL AP,79.9999971972252,0.000492947418803591,1.00001850825125,0.0499999995907358,1.18306948217641,0.382781535299174,0.200000002324592,1.07832408138966e-07,2,29.7340391870807,373,1070073.06611136,736082.215516713
ATLANTA HARTSFIELD INTL AP,79.9999989245138,0.5000099845775,1.04031215675038,0.0499999998794038,1.39585368414802,0.387350537989787,0.200000008619914,3.84250621925395e-06,2,27.6262121445145,373,768086.180528017,736082.187496736
LOS ANGELES INTL ARPT,79.9999993736079,0.500090375927477,1.03776817020124,0.0499999816525648,1.37303601472864,0.200135725885017,0.200000008283339,4.53661278176641e-06,2,27.639502403624,373,841299.254269441,736082.183963125
LOS ANGELES INTL ARPT,79.9999993736078,0.500181995676856,1.03777294414451,0.0499999816524972,1.3730166509934,0.200135704116468,0.200000008283339,4.53420379052569e-06,2,27.6394997758357,373,841297.53927926,736082.181484363
ATLANTA HARTSFIELD INTL AP,79.9999990231751,0.500171265890857,1.04004911195727,0.0499999996998802,1.39340647890298,0.399995068165931,0.200000008675518,1.36066879536687e-06,2,27.4507267710871,373,768031.961198227,736082.180278843
LOS ANGELES INTL ARPT,79.9999994045094,0.499940416284544,1.03768786243406,0.0491078452595819,1.37240755690295,0.201286703344829,0.200000008363495,9.85490323068297e-06,2,27.8288941875787,373,839855.581740297,736082.172484109
ATLANTA HARTSFIELD INTL AP,79.9999941919729,0.00165153428844284,1.00008397465545,0.0499999757690292,1.25511993953088,0.200001613157973,0.200000009760834,3.58232964414529e-06,2,27.5875047324731,373,762369.893897528,736082.172298646
INDIANAPOLIS INTL AP,79.9999961709025,0.508458290267545,1.04147043821205,0.0499999761871561,1.40000998028189,0.387621925073919,0.201143666622206,2.49086695574598e-06,2,28.402141441261,373,641703.904324358,736082.168253796
INDIANAPOLIS INTL AP,79.999996170951,0.508458774889899,1.04146980647764,0.0499999761871496,1.40000414413796,0.387621992257969,0.201143667080363,2.49086523965885e-06,2,28.4021144786237,373,641684.952219176,736082.165653264
LOS ANGELES INTL ARPT,79.9999193503087,0.497994629002441,1.03050595299841,0.0400120423379161,1.305995580809,0.324548698215093,0.200000665517786,0.000696024501838927,2,27.6159626926592,373,824833.22401021,736082.164091806
